Pad,CoBo,Asad,Aget,Ch
1354,0,2,3,61
1355,0,2,1,27
1356,0,2,0,3
1357,0,2,3,65
1358,0,2,0,5
1359,0,2,2,5
1360,0,2,2,12
1361,0,2,0,12
1362,0,2,2,18
1363,0,2,0,16
1364,0,2,0,18
1365,0,2,2,27
1366,0,2,2,43
1367,0,2,2,33
1368,0,2,2,41
1369,0,2,2,46
1370,0,2,2,48
1371,0,2,2,54
1372,0,2,2,61
1373,0,2,2,57
1374,0,2,2,67
1375,0,2,2,63
1376,0,2,1,1
1377,0,2,1,5
1378,0,2,1,8
1379,0,2,1,7
1380,5,3,3,2
1381,0,2,1,9
1382,5,3,3,6
1383,0,2,1,13
1384,0,2,1,21
1385,0,2,1,15
1386,0,2,1,24
1387,0,2,1,17
1388,0,2,1,19
1389,0,2,1,26
1390,0,2,1,30
1391,0,2,1,28
1392,5,2,0,42
1393,0,2,1,32
1394,0,3,1,33
1395,0,2,1,40
1396,0,2,1,44
1397,0,3,1,43
1398,0,2,1,55
1399,0,3,1,50
1400,0,3,1,57
1401,0,2,1,64
1402,0,3,1,63
1403,0,2,0,2
1404,0,3,0,7
1405,0,3,0,3
1406,0,3,0,16
1407,0,3,0,12
1408,0,3,0,18
1409,0,3,0,25
1410,0,3,0,27
1411,0,3,0,35
1412,0,3,0,52
1413,0,3,0,66
1414,6,1,2,12
1415,6,1,2,20
1416,6,1,2,27
1417,6,1,2,35
1418,6,1,2,41
1419,6,1,2,50
1420,6,1,2,59
1421,6,1,1,1
1422,6,0,3,54
1423,6,0,1,42
1424,6,0,2,20
1425,6,0,1,32
1426,6,0,1,21
1427,6,0,0,28
1428,6,0,0,34
1429,6,0,0,44
1430,6,0,1,31
1431,6,0,1,46
1432,6,0,1,57
1433,6,0,0,1
1434,6,0,0,14
1435,6,0,0,27
1436,6,0,0,41
1437,6,0,0,57
1438,8,3,0,60
1439,8,3,0,44
1440,8,3,0,30
1441,8,3,0,17
1442,8,3,0,4
1443,8,3,1,62
1444,8,3,1,49
1445,8,3,1,34
1446,8,3,1,19
1447,8,3,0,50
1448,8,3,0,46
1449,8,3,0,37
1450,8,3,0,29
1451,8,3,1,27
1452,8,3,1,35
1453,8,3,1,37
1454,8,2,1,4
1455,8,2,2,62
1456,8,2,2,53
1457,8,2,2,44
1458,8,2,2,38
1459,8,2,2,30
1460,8,2,2,24
1461,8,2,2,15
1462,2,0,0,66
1463,2,1,0,61
1464,2,1,0,48
1465,2,1,0,31
1466,2,1,0,23
1467,2,1,0,14
1468,2,1,0,18
1469,2,1,0,5
1470,2,1,0,10
1471,2,1,0,2
1472,2,1,1,67
1473,2,1,1,64
1474,2,1,1,59
1475,2,1,1,50
1476,2,1,1,55
1477,2,1,1,41
1478,2,1,1,51
1479,2,1,1,40
1480,2,1,1,36
1481,2,1,1,34
1482,2,1,1,30
1483,2,1,1,21
1484,2,1,1,26
1485,2,1,1,13
1486,2,1,1,19
1487,2,1,0,67
1488,2,1,1,10
1489,9,0,3,41
1490,2,1,0,57
1491,2,1,0,59
1492,9,0,3,37
1493,2,1,0,63
1494,9,0,3,33
1495,9,0,3,23
1496,2,1,0,65
1497,9,0,2,47
1498,2,1,0,28
1499,2,1,0,54
1500,2,1,0,47
1501,2,1,0,52
1502,2,1,0,44
1503,2,1,0,51
1504,2,1,0,24
1505,2,1,0,60
1506,2,1,0,21
1507,2,1,0,50
1508,2,1,0,62
1509,2,1,0,46
1510,2,1,0,64
1511,4,2,1,29
1512,2,1,0,43
1513,4,2,0,1
1514,2,1,0,41
1515,2,1,0,39
1516,4,2,0,5
1517,2,1,0,37
1518,4,2,0,7
1519,4,2,0,12
1520,2,1,0,35
1521,4,2,0,14
1522,2,1,0,33
1523,2,1,1,62
1524,4,2,1,35
1525,2,1,1,66
1526,4,2,1,61
1527,4,2,1,49
1528,2,1,0,0
1529,4,2,0,6
1530,2,1,1,15
1531,2,1,1,17
1532,4,2,1,55
1533,2,1,1,24
1534,4,2,2,31
1535,4,2,2,59
1536,4,2,2,54
1537,4,2,2,55
1538,4,2,2,63
1539,4,2,2,7
1540,4,2,3,29
1541,4,2,3,31
1542,4,2,3,47
1543,4,2,3,17
1544,4,2,3,53
1545,4,3,3,25
1546,4,2,3,21
1547,4,3,3,12
1548,4,3,2,14
1549,4,3,2,12
1550,4,3,2,33
1551,4,3,2,23
1552,4,3,2,9
1553,4,3,2,16
1554,4,3,2,5
1555,0,0,0,34
1556,0,0,0,36
1557,0,0,2,9
1558,9,2,2,6
1559,0,0,3,65
1560,0,0,3,63
1561,0,0,3,39
1562,0,0,3,37
1563,0,0,3,5
1564,0,0,3,3
1565,0,0,3,15
1566,0,0,3,17
1567,0,0,2,13
1568,0,0,2,15
1569,0,0,3,13
1570,0,0,1,35
1571,0,0,3,8
1572,0,1,3,7
1573,0,1,1,36
1574,0,1,3,12
1575,0,1,2,12
1576,0,1,2,14
1577,0,1,3,16
1578,0,1,3,14
1579,0,1,3,6
1580,0,1,3,4
1581,0,1,3,38
1582,0,1,3,40
1583,0,1,3,66
1584,0,1,3,64
1585,5,1,2,5
1586,0,1,2,10
1587,0,1,0,33
1588,0,1,0,35
1589,2,2,2,6
1590,2,2,2,17
1591,2,2,2,24
1592,2,2,2,10
1593,2,2,2,34
1594,2,2,2,13
1595,2,2,3,13
1596,2,2,2,15
1597,2,3,3,20
1598,2,2,3,26
1599,2,3,3,16
1600,2,3,3,52
1601,2,3,3,46
1602,2,3,3,32
1603,2,3,2,8
1604,2,3,3,30
1605,2,3,2,64
1606,2,3,2,54
1607,2,3,2,60
1608,2,3,2,55
1609,2,3,2,32
1610,0,2,1,23
1611,0,2,1,16
1612,2,3,1,54
1613,0,2,1,14
1614,2,3,0,5
1615,2,3,1,48
1616,0,2,1,67
1617,2,3,1,62
1618,0,2,1,65
1619,0,2,1,61
1620,2,3,1,36
1621,0,2,0,34
1622,2,3,0,15
1623,2,3,0,13
1624,0,2,0,36
1625,2,3,0,8
1626,0,2,0,38
1627,0,2,0,40
1628,2,3,0,6
1629,0,2,0,42
1630,2,3,0,2
1631,2,3,1,30
1632,0,2,0,44
1633,0,2,0,63
1634,0,2,0,47
1635,0,2,0,51
1636,0,2,0,61
1637,0,2,0,20
1638,0,2,0,59
1639,0,2,0,50
1640,0,2,0,23
1641,0,2,0,43
1642,0,2,0,53
1643,0,2,0,55
1644,0,2,0,46
1645,0,2,0,27
1646,5,3,2,46
1647,5,3,3,24
1648,0,2,0,66
1649,5,3,3,34
1650,0,2,0,64
1651,0,2,0,60
1652,5,3,3,38
1653,0,2,0,58
1654,5,3,3,42
1655,0,2,0,67
1656,0,2,1,10
1657,0,2,1,18
1658,0,2,1,12
1659,0,2,1,20
1660,0,2,1,25
1661,0,2,1,29
1662,0,2,1,33
1663,0,2,1,39
1664,0,2,1,35
1665,0,2,1,50
1666,0,2,1,42
1667,0,2,1,51
1668,0,2,1,54
1669,0,2,1,60
1670,0,2,1,63
1671,0,2,0,1
1672,0,2,0,0
1673,0,2,0,9
1674,0,2,0,6
1675,0,2,0,15
1676,0,2,0,19
1677,0,2,0,24
1678,0,2,0,32
1679,0,2,0,49
1680,0,2,0,62
1681,0,3,0,65
1682,6,1,2,14
1683,6,1,2,23
1684,6,1,2,29
1685,6,1,2,37
1686,6,1,2,43
1687,6,1,2,52
1688,6,1,2,61
1689,6,1,1,3
1690,6,0,1,38
1691,6,0,1,36
1692,6,0,1,28
1693,6,0,0,30
1694,6,0,0,38
1695,6,0,0,47
1696,6,0,0,51
1697,6,0,1,18
1698,6,0,1,33
1699,6,0,1,48
1700,6,0,1,61
1701,6,0,0,3
1702,6,0,0,16
1703,6,0,0,29
1704,6,0,0,43
1705,6,0,0,59
1706,8,3,0,62
1707,8,3,0,47
1708,8,3,0,32
1709,8,3,0,19
1710,8,3,0,8
1711,8,3,1,64
1712,8,3,1,51
1713,8,3,1,36
1714,8,3,1,21
1715,8,3,1,16
1716,8,3,0,61
1717,8,3,0,54
1718,8,3,0,41
1719,8,3,0,31
1720,8,3,1,18
1721,8,3,1,33
1722,8,2,1,6
1723,8,2,2,64
1724,8,2,2,55
1725,9,0,2,63
1726,9,0,2,64
1727,9,0,2,46
1728,9,0,2,39
1729,9,0,2,35
1730,9,0,2,29
1731,2,1,0,66
1732,2,1,0,55
1733,2,1,0,40
1734,2,1,0,26
1735,2,1,0,15
1736,2,1,0,8
1737,9,0,2,14
1738,9,0,2,16
1739,9,0,2,9
1740,9,0,2,7
1741,9,0,3,67
1742,9,0,2,1
1743,9,0,3,59
1744,9,0,3,54
1745,9,0,3,65
1746,9,0,3,50
1747,9,0,3,57
1748,9,0,3,48
1749,9,0,3,46
1750,9,0,3,39
1751,9,0,3,52
1752,9,0,3,43
1753,9,0,3,29
1754,9,0,3,35
1755,9,0,3,25
1756,9,0,3,14
1757,9,0,2,42
1758,9,0,2,51
1759,9,0,3,20
1760,9,0,3,9
1761,9,0,2,40
1762,9,0,2,44
1763,9,0,2,32
1764,9,0,2,24
1765,2,1,0,38
1766,9,0,2,13
1767,2,1,0,34
1768,2,1,0,30
1769,9,0,2,2
1770,2,1,0,42
1771,2,1,0,36
1772,2,1,0,32
1773,2,1,0,49
1774,9,0,3,53
1775,2,1,0,53
1776,2,1,0,58
1777,9,0,3,8
1778,4,2,1,27
1779,4,2,1,20
1780,4,2,1,39
1781,4,2,1,67
1782,4,2,1,46
1783,4,2,0,3
1784,4,2,0,9
1785,4,2,1,57
1786,4,2,1,50
1787,4,2,0,28
1788,4,2,1,28
1789,4,2,0,30
1790,4,2,0,0
1791,4,2,1,26
1792,4,2,0,4
1793,4,2,1,62
1794,4,2,1,60
1795,4,2,2,27
1796,4,2,3,61
1797,4,2,2,29
1798,4,2,2,40
1799,4,2,3,67
1800,4,2,2,47
1801,4,2,2,26
1802,4,2,3,27
1803,4,2,3,13
1804,4,2,3,44
1805,4,2,1,0
1806,4,3,3,19
1807,4,2,3,15
1808,4,3,3,5
1809,4,3,2,18
1810,4,3,2,29
1811,4,3,3,30
1812,4,3,3,34
1813,4,3,2,50
1814,4,3,3,38
1815,4,3,3,8
1816,4,3,3,24
1817,4,3,3,51
1818,4,3,3,28
1819,4,3,3,53
1820,0,0,0,40
1821,0,0,0,38
1822,0,0,1,55
1823,0,0,0,19
1824,0,0,2,41
1825,0,0,2,48
1826,0,0,2,14
1827,0,0,2,16
1828,0,0,3,41
1829,0,0,3,1
1830,0,0,3,35
1831,0,0,1,4
1832,0,0,2,47
1833,0,0,2,40
1834,0,0,3,0
1835,0,0,2,51
1836,0,1,3,9
1837,0,0,3,10
1838,0,1,2,50
1839,0,1,3,0
1840,0,1,2,46
1841,0,1,2,39
1842,0,1,1,3
1843,0,1,3,36
1844,0,1,3,42
1845,0,1,3,2
1846,0,1,2,17
1847,0,1,2,15
1848,0,1,2,42
1849,0,1,2,49
1850,0,1,0,18
1851,0,1,1,54
1852,0,1,0,39
1853,0,1,0,37
1854,2,2,3,52
1855,2,2,3,27
1856,2,2,3,23
1857,2,2,3,50
1858,2,2,3,7
1859,2,2,3,37
1860,2,2,3,33
1861,2,2,2,51
1862,2,2,3,29
1863,2,2,2,30
1864,2,2,3,6
1865,2,2,2,19
1866,2,3,3,14
1867,2,2,3,18
1868,2,3,3,43
1869,2,3,2,67
1870,2,3,3,12
1871,2,3,3,28
1872,2,3,2,46
1873,2,3,2,25
1874,2,3,2,0
1875,2,3,2,39
1876,2,3,3,62
1877,2,3,2,30
1878,2,3,2,28
1879,2,3,1,59
1880,2,3,0,3
1881,2,3,1,61
1882,2,3,1,25
1883,2,3,1,67
1884,2,3,1,27
1885,2,3,0,29
1886,2,3,0,27
1887,2,3,1,51
1888,2,3,0,10
1889,2,3,1,58
1890,2,3,0,4
1891,2,3,1,47
1892,2,3,1,40
1893,2,3,0,0
1894,2,3,1,21
1895,2,3,1,28
1896,0,2,0,57
1897,5,3,3,7
1898,0,2,0,52
1899,5,3,3,52
1900,0,2,0,31
1901,0,2,0,48
1902,0,2,0,35
1903,0,2,0,41
1904,0,2,0,29
1905,5,3,2,1
1906,0,2,0,33
1907,5,3,2,12
1908,5,3,2,23
1909,0,2,0,37
1910,5,3,2,31
1911,5,3,2,43
1912,5,3,3,10
1913,5,3,2,39
1914,5,3,3,21
1915,5,3,2,50
1916,5,3,3,15
1917,5,3,2,41
1918,5,3,3,26
1919,5,3,3,36
1920,5,3,3,44
1921,5,3,3,30
1922,5,3,3,53
1923,5,3,3,40
1924,5,3,3,49
1925,5,3,3,47
1926,5,3,3,58
1927,5,3,3,51
1928,5,3,3,55
1929,5,3,3,66
1930,5,3,3,60
1931,5,3,2,2
1932,5,3,2,8
1933,5,3,2,0
1934,5,3,2,10
1935,5,3,2,17
1936,0,2,0,7
1937,5,3,2,15
1938,0,2,0,14
1939,0,2,0,25
1940,0,2,0,39
1941,0,2,0,54
1942,0,2,0,65
1943,5,3,2,30
1944,5,3,2,36
1945,5,3,2,40
1946,5,3,2,47
1947,5,3,2,63
1948,5,3,2,64
1949,6,1,2,54
1950,6,1,2,63
1951,6,1,1,5
1952,6,0,1,34
1953,6,0,1,19
1954,6,0,0,32
1955,6,0,0,42
1956,6,0,0,55
1957,6,0,0,62
1958,6,0,1,17
1959,6,0,1,20
1960,6,0,1,35
1961,6,0,1,50
1962,6,0,1,63
1963,6,0,0,7
1964,6,0,0,18
1965,6,0,0,31
1966,6,0,0,46
1967,6,0,0,61
1968,8,3,0,64
1969,8,3,0,49
1970,8,3,0,34
1971,8,3,0,21
1972,8,3,0,10
1973,8,3,1,66
1974,8,3,1,53
1975,8,3,1,38
1976,8,3,1,24
1977,8,3,1,17
1978,8,3,0,63
1979,8,3,0,59
1980,8,3,0,57
1981,8,3,0,48
1982,9,0,1,18
1983,9,0,0,2
1984,9,0,1,55
1985,9,0,1,7
1986,9,0,1,3
1987,9,0,2,65
1988,9,0,2,59
1989,9,0,2,50
1990,9,0,2,41
1991,9,0,2,37
1992,9,0,2,31
1993,9,0,2,5
1994,9,0,3,27
1995,9,0,3,7
1996,9,0,2,38
1997,9,0,2,19
1998,9,0,3,12
1999,9,0,2,34
2000,9,0,3,44
2001,9,0,2,30
2002,9,0,3,40
2003,9,0,3,36
2004,9,0,2,26
2005,9,0,3,30
2006,9,0,2,15
2007,9,0,2,10
2008,9,0,3,26
2009,9,0,2,4
2010,9,0,3,21
2011,9,0,3,10
2012,9,0,3,60
2013,9,0,3,2
2014,9,0,3,55
2015,9,0,3,51
2016,9,1,3,27
2017,9,0,2,36
2018,9,1,3,23
2019,9,0,3,49
2020,9,0,2,28
2021,9,0,3,42
2022,9,0,2,17
2023,9,0,2,8
2024,9,0,3,38
2025,9,0,3,66
2026,9,0,3,34
2027,9,0,3,24
2028,9,0,3,62
2029,9,0,3,4
2030,9,0,3,58
2031,9,0,3,28
2032,9,1,3,25
2033,9,0,3,17
2034,9,1,3,16
2035,4,2,0,40
2036,9,1,3,20
2037,4,2,1,43
2038,4,2,1,18
2039,4,2,1,41
2040,4,2,1,48
2041,4,2,0,20
2042,4,2,0,8
2043,4,2,1,34
2044,4,2,0,26
2045,4,2,1,58
2046,4,2,1,32
2047,4,2,1,66
2048,4,2,2,39
2049,4,2,1,64
2050,4,2,3,59
2051,4,2,2,49
2052,4,2,2,12
2053,4,2,2,32
2054,4,2,2,58
2055,4,2,2,34
2056,4,2,3,32
2057,4,2,2,64
2058,4,2,3,34
2059,4,3,3,14
2060,4,2,3,8
2061,4,3,3,52
2062,4,3,3,33
2063,4,3,3,43
2064,4,3,2,25
2065,4,3,2,20
2066,4,3,3,49
2067,4,3,2,2
2068,4,3,3,44
2069,4,3,2,19
2070,4,3,3,58
2071,4,3,3,62
2072,4,3,2,24
2073,4,3,3,66
2074,4,3,2,28
2075,4,3,2,34
2076,4,3,2,6
2077,4,3,2,38
2078,4,3,2,13
2079,0,0,0,42
2080,0,0,0,44
2081,0,0,1,53
2082,0,0,1,49
2083,0,0,2,52
2084,0,0,2,50
2085,0,0,2,20
2086,0,0,2,18
2087,0,0,3,46
2088,0,0,3,48
2089,0,0,3,18
2090,0,0,3,31
2091,0,0,3,32
2092,0,0,3,21
2093,0,0,2,66
2094,0,0,2,53
2095,0,0,3,19
2096,0,1,3,18
2097,0,1,2,52
2098,0,1,2,65
2099,0,1,3,31
2100,0,1,3,20
2101,0,1,3,32
2102,0,1,3,19
2103,0,1,3,47
2104,0,1,3,49
2105,0,1,2,19
2106,0,1,2,21
2107,0,1,2,53
2108,0,1,2,51
2109,0,1,1,48
2110,0,1,1,52
2111,0,1,0,41
2112,0,1,0,43
2113,2,2,2,12
2114,2,2,2,37
2115,2,2,2,33
2116,2,2,2,5
2117,2,2,2,27
2118,2,2,3,65
2119,2,2,3,61
2120,2,2,2,23
2121,2,2,3,57
2122,2,2,2,18
2123,2,2,2,1
2124,2,2,3,43
2125,2,2,3,48
2126,2,2,2,21
2127,2,2,3,44
2128,2,2,2,26
2129,2,2,3,34
2130,2,2,3,53
2131,2,2,3,15
2132,2,3,3,7
2133,2,3,3,33
2134,2,3,2,63
2135,2,3,2,33
2136,2,3,3,31
2137,2,3,2,57
2138,2,3,2,31
2139,2,3,2,48
2140,2,3,2,13
2141,2,3,3,60
2142,2,3,1,63
2143,2,3,1,65
2144,2,3,2,40
2145,2,3,1,31
2146,2,3,1,57
2147,2,3,1,33
2148,2,3,0,25
2149,2,3,0,7
2150,2,3,0,21
2151,2,3,1,42
2152,2,3,1,49
2153,2,3,1,19
2154,2,3,1,44
2155,2,3,0,39
2156,5,2,3,21
2157,5,2,3,17
2158,5,3,3,16
2159,5,3,3,27
2160,5,2,3,26
2161,5,3,3,57
2162,5,3,3,3
2163,5,3,3,23
2164,5,3,3,61
2165,5,3,3,33
2166,5,3,3,65
2167,5,3,2,7
2168,5,3,3,37
2169,5,3,2,16
2170,5,3,3,41
2171,5,3,3,48
2172,5,3,2,27
2173,5,2,3,24
2174,5,3,2,35
2175,5,3,3,50
2176,5,2,3,28
2177,5,3,3,54
2178,5,3,3,1
2179,5,3,3,9
2180,5,3,3,59
2181,5,3,3,20
2182,5,3,2,3
2183,5,3,2,9
2184,5,3,3,25
2185,5,3,2,14
2186,5,3,3,29
2187,5,3,3,35
2188,5,3,2,25
2189,5,3,3,39
2190,5,3,2,29
2191,5,3,2,33
2192,5,3,3,43
2193,5,3,3,13
2194,5,3,2,18
2195,5,3,2,37
2196,5,3,3,8
2197,5,3,3,28
2198,5,3,2,6
2199,5,3,2,32
2200,5,3,2,38
2201,5,3,2,42
2202,5,3,2,51
2203,5,3,2,60
2204,5,3,2,66
2205,5,3,1,4
2206,5,3,1,8
2207,5,3,1,54
2208,5,3,0,1
2209,5,3,1,19
2210,6,0,0,49
2211,6,0,0,58
2212,6,0,0,60
2213,6,0,0,64
2214,6,0,1,16
2215,6,0,1,23
2216,6,0,1,37
2217,6,0,1,52
2218,6,0,1,65
2219,6,0,0,9
2220,6,0,0,20
2221,6,0,0,33
2222,6,0,0,48
2223,6,0,0,63
2224,8,3,0,51
2225,8,3,0,36
2226,8,3,0,26
2227,8,3,0,13
2228,8,3,0,0
2229,8,3,1,55
2230,8,3,1,40
2231,8,3,1,30
2232,9,0,1,67
2233,9,0,1,59
2234,9,0,1,48
2235,9,0,1,35
2236,9,0,1,27
2237,9,0,1,20
2238,9,0,0,10
2239,9,0,1,60
2240,9,0,1,9
2241,9,0,1,5
2242,9,0,1,1
2243,9,0,2,61
2244,9,0,2,52
2245,9,0,2,60
2246,9,0,2,53
2247,9,0,3,63
2248,9,0,3,18
2249,9,0,3,64
2250,9,0,3,6
2251,9,1,3,9
2252,9,1,3,48
2253,9,0,3,13
2254,9,1,3,18
2255,9,1,3,14
2256,9,1,3,29
2257,9,1,3,31
2258,9,1,2,12
2259,9,1,2,16
2260,9,1,3,37
2261,9,1,2,23
2262,9,1,3,41
2263,9,1,3,52
2264,9,1,2,27
2265,9,1,3,63
2266,9,1,2,37
2267,9,1,2,41
2268,9,1,3,67
2269,9,1,2,46
2270,9,1,2,3
2271,9,1,2,7
2272,9,1,2,54
2273,9,1,3,12
2274,9,1,2,5
2275,9,1,2,1
2276,9,1,3,3
2277,9,1,3,65
2278,9,1,3,33
2279,9,1,3,39
2280,9,1,3,61
2281,9,1,3,43
2282,9,1,3,54
2283,4,2,0,24
2284,9,1,3,50
2285,4,2,1,36
2286,4,2,0,38
2287,4,2,1,12
2288,4,2,1,51
2289,4,2,1,59
2290,4,2,1,30
2291,4,2,3,7
2292,4,2,1,44
2293,4,2,3,3
2294,9,1,0,47
2295,4,2,2,37
2296,4,2,3,5
2297,4,2,2,1
2298,4,2,3,2
2299,4,2,3,0
2300,4,2,2,5
2301,4,2,2,19
2302,4,2,2,44
2303,4,2,2,62
2304,4,3,2,67
2305,4,2,3,58
2306,4,3,3,29
2307,4,3,3,18
2308,4,2,3,49
2309,4,3,3,50
2310,4,3,3,16
2311,4,3,3,46
2312,4,3,2,48
2313,4,3,2,31
2314,4,3,1,27
2315,4,3,1,20
2316,4,3,3,40
2317,4,3,1,16
2318,4,3,1,29
2319,4,3,2,17
2320,4,3,1,14
2321,4,3,2,40
2322,4,3,1,33
2323,4,3,2,62
2324,4,3,2,49
2325,4,3,2,66
2326,4,3,2,51
2327,4,3,2,53
2328,4,3,1,2
2329,4,3,2,58
2330,9,3,2,14
2331,0,0,1,16
2332,0,0,1,14
2333,0,0,1,58
2334,0,0,1,47
2335,0,0,2,54
2336,0,0,1,40
2337,0,0,2,33
2338,0,0,2,23
2339,0,0,2,35
2340,0,0,3,50
2341,0,0,3,54
2342,0,0,3,43
2343,0,0,3,47
2344,0,0,3,60
2345,0,0,2,55
2346,0,0,3,64
2347,0,1,3,48
2348,0,0,3,49
2349,0,1,3,63
2350,0,1,2,54
2351,0,1,3,46
2352,0,1,3,59
2353,0,1,3,44
2354,0,1,3,55
2355,0,1,2,36
2356,0,1,3,51
2357,0,1,2,24
2358,0,1,2,34
2359,0,1,2,55
2360,0,1,1,39
2361,0,1,1,46
2362,0,1,1,57
2363,0,1,1,17
2364,0,1,1,15
2365,5,0,2,15
2366,2,2,2,57
2367,2,2,2,52
2368,2,2,1,1
2369,2,2,2,50
2370,2,2,2,65
2371,2,2,2,61
2372,2,2,2,48
2373,2,2,1,34
2374,2,2,2,39
2375,2,2,2,16
2376,2,2,1,15
2377,2,2,1,30
2378,2,2,1,17
2379,2,2,1,21
2380,2,2,3,39
2381,2,2,1,28
2382,2,2,2,32
2383,2,2,3,47
2384,2,2,2,49
2385,2,2,3,17
2386,2,2,3,51
2387,2,2,3,19
2388,2,3,3,48
2389,2,2,3,30
2390,2,3,3,57
2391,2,3,2,61
2392,2,2,1,0
2393,2,3,2,43
2394,2,3,2,18
2395,2,3,3,0
2396,2,3,2,6
2397,2,3,3,1
2398,2,3,2,2
2399,2,3,2,38
2400,2,3,3,6
2401,5,2,0,46
2402,2,3,3,4
2403,2,3,3,8
2404,2,3,1,43
2405,2,3,1,29
2406,2,3,1,60
2407,2,3,1,13
2408,2,3,1,50
2409,2,3,0,37
2410,2,3,1,35
2411,2,3,0,23
2412,5,2,3,51
2413,5,2,3,55
2414,5,2,3,44
2415,5,2,3,40
2416,5,2,3,62
2417,5,2,3,34
2418,5,2,3,66
2419,5,2,2,2
2420,5,2,3,4
2421,5,2,2,6
2422,5,2,3,13
2423,5,2,2,8
2424,5,2,2,55
2425,5,2,2,4
2426,5,2,2,47
2427,5,2,2,42
2428,5,2,2,0
2429,5,2,2,38
2430,5,2,3,64
2431,5,2,3,53
2432,5,2,2,28
2433,5,2,3,42
2434,5,2,2,24
2435,5,2,2,17
2436,5,2,3,38
2437,5,2,2,13
2438,5,2,3,32
2439,5,2,3,15
2440,5,2,3,30
2441,5,2,3,19
2442,5,3,3,12
2443,5,2,3,49
2444,5,2,3,10
2445,5,3,3,5
2446,5,3,3,63
2447,5,3,3,19
2448,5,3,3,64
2449,5,3,2,52
2450,5,3,2,59
2451,5,3,2,53
2452,5,3,2,62
2453,5,3,1,2
2454,5,3,1,6
2455,5,3,1,9
2456,5,3,1,59
2457,5,3,0,9
2458,5,3,1,21
2459,5,3,1,28
2460,5,3,1,36
2461,5,3,1,49
2462,5,3,1,60
2463,5,3,0,0
2464,6,0,1,29
2465,6,0,1,39
2466,6,0,1,54
2467,6,0,1,67
2468,6,0,0,12
2469,6,0,0,25
2470,6,0,0,35
2471,6,0,0,50
2472,8,3,0,55
2473,8,3,0,40
2474,9,0,0,41
2475,9,0,0,29
2476,9,0,0,42
2477,9,0,0,32
2478,9,0,0,20
2479,9,0,0,9
2480,9,0,0,1
2481,9,0,1,63
2482,9,0,1,52
2483,9,0,1,37
2484,9,0,1,29
2485,9,0,1,23
2486,9,0,0,24
2487,9,0,1,64
2488,9,0,1,51
2489,9,0,1,6
2490,9,0,2,66
2491,9,0,2,58
2492,9,0,2,27
2493,9,0,2,23
2494,9,0,2,20
2495,9,0,2,18
2496,9,0,2,0
2497,9,0,3,15
2498,9,1,3,57
2499,9,1,2,50
2500,9,1,3,49
2501,9,1,3,55
2502,9,1,3,44
2503,9,1,3,2
2504,9,1,3,6
2505,9,1,3,36
2506,9,1,3,13
2507,9,1,3,40
2508,9,1,3,26
2509,9,1,3,17
2510,9,1,3,4
2511,9,1,3,21
2512,9,1,3,32
2513,9,1,3,15
2514,9,1,2,39
2515,9,1,2,52
2516,9,1,2,48
2517,9,1,2,29
2518,9,1,2,43
2519,9,1,2,25
2520,9,1,2,18
2521,9,1,2,35
2522,9,1,2,14
2523,4,2,0,44
2524,4,2,0,17
2525,9,1,2,9
2526,4,2,1,63
2527,4,2,0,19
2528,4,2,1,53
2529,4,2,1,40
2530,4,2,1,42
2531,4,2,3,41
2532,4,2,3,35
2533,4,2,3,20
2534,4,2,3,33
2535,4,2,3,18
2536,4,2,3,16
2537,4,2,3,28
2538,4,2,3,10
2539,4,2,3,24
2540,4,2,3,19
2541,4,2,3,6
2542,4,2,2,0
2543,4,2,3,4
2544,4,2,3,62
2545,4,3,3,9
2546,4,3,3,31
2547,4,3,3,20
2548,4,3,3,1
2549,4,3,3,37
2550,4,3,3,65
2551,4,3,3,3
2552,4,3,3,63
2553,4,3,3,0
2554,4,3,1,23
2555,4,3,1,37
2556,4,3,1,48
2557,4,3,1,31
2558,4,3,1,13
2559,4,3,1,39
2560,4,3,1,43
2561,4,3,1,32
2562,4,3,1,46
2563,4,3,1,34
2564,4,3,1,55
2565,4,3,1,47
2566,4,3,1,64
2567,4,3,1,49
2568,4,3,0,33
2569,9,2,1,6
2570,9,3,3,12
2571,9,3,3,20
2572,9,3,2,7
2573,9,3,2,1
2574,9,3,3,21
2575,9,3,3,4
2576,0,0,1,57
2577,0,0,1,54
2578,0,0,1,60
2579,0,0,1,66
2580,0,0,1,34
2581,0,0,1,38
2582,0,0,2,27
2583,0,0,2,25
2584,0,0,2,57
2585,0,0,2,37
2586,0,0,3,67
2587,0,0,2,12
2588,0,0,2,19
2589,0,0,2,6
2590,0,0,2,44
2591,0,0,2,10
2592,0,0,2,4
2593,0,1,2,3
2594,0,1,2,9
2595,0,1,2,43
2596,0,1,2,18
2597,0,1,2,5
2598,0,1,2,13
2599,0,1,2,0
2600,0,1,2,58
2601,0,1,2,38
2602,0,1,2,26
2603,0,1,2,28
2604,0,1,1,33
2605,0,1,1,37
2606,0,1,1,65
2607,0,1,1,59
2608,0,1,1,58
2609,0,1,1,55
2610,5,0,3,3
2611,5,0,3,20
2612,5,0,2,8
2613,5,0,2,2
2614,5,0,3,21
2615,5,0,3,13
2616,2,2,0,34
2617,5,1,1,5
2618,2,2,1,48
2619,2,2,1,63
2620,2,2,1,54
2621,2,2,1,46
2622,2,2,1,33
2623,2,2,1,47
